epoch,train_loss,val_loss
0,44.6873893737793,26.724498748779297
1,44.61258316040039,26.688257217407227
2,44.53786849975586,26.652084350585938
3,44.463233947753906,26.615964889526367
4,44.38869094848633,26.57988929748535
5,44.314239501953125,26.543838500976562
6,44.2398796081543,26.507789611816406
7,44.165618896484375,26.47171974182129
8,44.09144973754883,26.43560028076172
9,44.01737976074219,26.39940643310547
10,43.94340896606445,26.363136291503906
11,43.869537353515625,26.326797485351562
12,43.79576110839844,26.290401458740234
13,43.722084045410156,26.253957748413086
14,43.64850616455078,26.217472076416016
15,43.57501983642578,26.18096160888672
16,43.50163269042969,26.14441680908203
17,43.4283447265625,26.10784149169922
18,43.35514831542969,26.07122802734375
19,43.28204345703125,26.03457260131836
20,43.209041595458984,25.99786376953125
21,43.1361198425293,25.961082458496094
22,43.063297271728516,25.92422103881836
23,42.99055862426758,25.88726806640625
24,42.91789627075195,25.850210189819336
25,42.8453254699707,25.813032150268555
26,42.7728385925293,25.775726318359375
27,42.7004280090332,25.7382755279541
28,42.62809753417969,25.700674057006836
29,42.55583572387695,25.66290855407715
30,42.48365020751953,25.624967575073242
31,42.411529541015625,25.58684539794922
32,42.339473724365234,25.54852294921875
33,42.267486572265625,25.509998321533203
34,42.1955451965332,25.471263885498047
35,42.12367248535156,25.432302474975586
36,42.051849365234375,25.39310646057129
37,41.980064392089844,25.35367202758789
38,41.90833282470703,25.31398582458496
39,41.83662796020508,25.2740421295166
40,41.76496505737305,25.233829498291016
41,41.69333267211914,25.193344116210938
42,41.62172317504883,25.15257453918457
43,41.550132751464844,25.111515045166016
44,41.47855758666992,25.07015609741211
45,41.4069938659668,25.028491973876953
46,41.33543395996094,24.98651885986328
47,41.26387023925781,24.94422721862793
48,41.19230270385742,24.901611328125
49,41.120723724365234,24.858665466308594
50,41.04912185668945,24.815387725830078
51,40.977500915527344,24.77176856994629
52,40.905853271484375,24.72780990600586
53,40.83416748046875,24.68350601196289
54,40.7624397277832,24.638851165771484
55,40.6906623840332,24.59385108947754
56,40.61883544921875,24.54849624633789
57,40.54694366455078,24.502792358398438
58,40.47498321533203,24.45673370361328
59,40.40296173095703,24.41032600402832
60,40.330848693847656,24.363563537597656
61,40.258663177490234,24.316452026367188
62,40.18638229370117,24.268997192382812
63,40.1140022277832,24.221195220947266
64,40.04152297973633,24.173051834106445
65,39.96893310546875,24.12457275390625
66,39.89623260498047,24.075759887695312
67,39.82340621948242,24.026615142822266
68,39.750457763671875,23.977149963378906
69,39.67737579345703,23.9273624420166
70,39.604156494140625,23.877260208129883
71,39.530792236328125,23.826852798461914
72,39.45728302001953,23.776138305664062
73,39.38361740112305,23.725130081176758
74,39.309791564941406,23.673831939697266
75,39.235801696777344,23.622241973876953
76,39.161643981933594,23.570377349853516
77,39.087310791015625,23.51823616027832
78,39.01280212402344,23.46582794189453
79,38.93810272216797,23.413158416748047
80,38.86322021484375,23.3602294921875
81,38.788143157958984,23.307048797607422
82,38.71286392211914,23.253620147705078
83,38.637386322021484,23.199951171875
84,38.561702728271484,23.14604377746582
85,38.485809326171875,23.09190559387207
86,38.40969467163086,23.03753662109375
87,38.3333625793457,22.982948303222656
88,38.25680923461914,22.92813491821289
89,38.180030822753906,22.87310791015625
90,38.1030158996582,22.817867279052734
91,38.02577209472656,22.76241683959961
92,37.94828796386719,22.70676040649414
93,37.870567321777344,22.65089988708496
94,37.7926025390625,22.594839096069336
95,37.714385986328125,22.53858184814453
96,37.63592529296875,22.482126235961914
97,37.55720901489258,22.42547607421875
98,37.478240966796875,22.368635177612305
99,37.399009704589844,22.311603546142578
100,37.31952667236328,22.254384994506836
101,37.239776611328125,22.196979522705078
102,37.159759521484375,22.139381408691406
103,37.07947540283203,22.08160400390625
104,36.998931884765625,22.023643493652344
105,36.91811752319336,21.965492248535156
106,36.83702850341797,21.907161712646484
107,36.755672454833984,21.848649978637695
108,36.674041748046875,21.789955139160156
109,36.592132568359375,21.7310791015625
110,36.50995635986328,21.672019958496094
111,36.42749786376953,21.612777709960938
112,36.34476852416992,21.553356170654297
113,36.26176452636719,21.493751525878906
114,36.17848205566406,21.433963775634766
115,36.09492874145508,21.373992919921875
116,36.01109313964844,21.313840866088867
117,35.92698669433594,21.253507614135742
118,35.84259796142578,21.192989349365234
119,35.75794219970703,21.132286071777344
120,35.673011779785156,21.071399688720703
121,35.58780288696289,21.010330200195312
122,35.50232696533203,20.949077606201172
123,35.41658401489258,20.887638092041016
124,35.33056640625,20.826013565063477
125,35.24428176879883,20.764205932617188
126,35.15773010253906,20.70220947265625
127,35.0709114074707,20.640029907226562
128,34.98383712768555,20.577667236328125
129,34.8964958190918,20.515113830566406
130,34.80889892578125,20.452377319335938
131,34.721046447753906,20.38945770263672
132,34.6329345703125,20.32635498046875
133,34.54457473754883,20.263065338134766
134,34.45595932006836,20.199596405029297
135,34.367103576660156,20.135940551757812
136,34.27799987792969,20.07210922241211
137,34.18865203857422,20.008092880249023
138,34.09906768798828,19.943897247314453
139,34.009246826171875,19.8795223236084
140,33.91919708251953,19.814973831176758
141,33.82891082763672,19.750247955322266
142,33.738399505615234,19.68535041809082
143,33.647666931152344,19.62027359008789
144,33.55671310424805,19.555034637451172
145,33.465545654296875,19.489622116088867
146,33.37416458129883,19.42404556274414
147,33.28256607055664,19.35830307006836
148,33.19076919555664,19.292400360107422
149,33.0987663269043,19.226337432861328
150,33.00656509399414,19.160114288330078
151,32.9141731262207,19.093740463256836
152,32.821590423583984,19.02721405029297
153,32.72882080078125,18.960535049438477
154,32.6358642578125,18.893712997436523
155,32.54273223876953,18.826740264892578
156,32.44942092895508,18.759632110595703
157,32.3559455871582,18.692386627197266
158,32.26230239868164,18.625003814697266
159,32.168495178222656,18.5574893951416
160,32.07453155517578,18.48984718322754
161,31.98041343688965,18.422077178955078
162,31.88614845275879,18.35418701171875
163,31.79173469543457,18.286174774169922
164,31.697179794311523,18.218048095703125
165,31.602495193481445,18.14980697631836
166,31.507675170898438,18.081459045410156
167,31.4127254486084,18.013004302978516
168,31.317655563354492,17.94444465637207
169,31.22246551513672,17.87578582763672
170,31.127164840698242,17.80703353881836
171,31.031753540039062,17.73818588256836
172,30.936235427856445,17.66925048828125
173,30.84061622619629,17.60022735595703
174,30.744901657104492,17.5311222076416
175,30.64909553527832,17.46194076538086
176,30.553207397460938,17.392683029174805
177,30.457229614257812,17.323352813720703
178,30.361175537109375,17.25395393371582
179,30.26504898071289,17.184490203857422
180,30.168851852416992,17.11496353149414
181,30.072587966918945,17.045379638671875
182,29.97626304626465,16.975740432739258
183,29.879886627197266,16.906051635742188
184,29.783456802368164,16.836315155029297
185,29.686979293823242,16.76653480529785
186,29.5904541015625,16.696712493896484
187,29.493892669677734,16.626853942871094
188,29.397294998168945,16.556962966918945
189,29.300670623779297,16.487037658691406
190,29.20401382446289,16.417089462280273
191,29.107336044311523,16.347116470336914
192,29.01064109802246,16.277124404907227
193,28.91393280029297,16.207115173339844
194,28.817209243774414,16.13709259033203
195,28.72047996520996,16.067062377929688
196,28.623746871948242,15.997025489807129
197,28.52701759338379,15.926985740661621
198,28.430288314819336,15.856947898864746
199,28.333572387695312,15.786911010742188
